binary,given_name,surname,date_of_birth,phone_number,email,address,city,state,zipcode,random choice 2,constant_1,random label num 4,semi_constant_1,semi_constant_2,corr_feature_class,pd qcut3,correlated w target 2,standard scaling,constant_2,multicollinearity 1,random choice 4,multicollinearity 3,random label num 13,outliers 2,duplicate_2,random choice 7,correlated w target 1,uniform corr 2,min max scaling,pd qcut1,outliers 1,multicollinearity 2,uniform corr 1,pd qcut2,informative_1,target,multicollinearity 4,duplicate_1,informative_2,class
binary_1,Michele,,1930-02-19,(775)820-2783x32548,thomasregina@example.net,756 Evans Parkway,Samuelchester,NV,,,constant_value,label num lo 3,q_const_0,q_const_0,1.2536954289225215,,0.15012389422689498,40737.26019411813,constant_value,-1.5315973494570592,East,1.484958954578561,label num hi 11,,-0.8983006964065531,,-0.5853260882394231,0.2252551120776991,478.8559566689227,Low,0.5743198477116506,-0.6550407473171489,0.16348456220371727,Q2,-0.3714869425311782,-1.5917313144198166,1.7671995917635317,-0.3714869425311782,-0.8983006964065531,0
binary_2,David,Peterson,1914-06-30,+1-975-749-5690x571,brittanyknapp@example.com,12202 Jennifer Manors Suite 184,North Christopher,FM,16358,,constant_value,,q_const_0,q_const_0,1.4043546613765003,G6,3.8967939303999337,,constant_value,-0.4158803232027126,South,0.6142651924391477,label num hi 5,0.24946761581339771,1.5115778404585067,Monday,0.7724290837450563,0.9185662725030076,271.14256087901543,,0.30106501850742257,0.19721530926631686,0.9042992544004251,Q4,-2.409975872086312,4.171443967670781,0.4838181835666871,-2.409975872086312,1.5115778404585067,1
binary_2,,Long,,261.581.4255,elliottmaria@example.org,776 Brown Isle,Pereztown,CO,68078,,constant_value,label num lo 4,q_const_0,q_const_0,0.15450337626043642,G5,0.29402648807289145,35891.36677962007,constant_value,-0.34920364443385365,South,,label num hi 11,0.8438381171728819,0.4724066441252235,Tuesday,3.2371309927937784,0.6542546899121161,421.18052501977974,High,0.9914971665197653,-0.8729404699935671,0.6884128205876304,Q3,0.5508509886724762,1.0711718257205491,-0.5977512570988689,0.5508509886724762,0.4724066441252235,0
binary_1,Angela,Medina,,476.894.1182x71746,devon86@example.com,542 Hall Expressway Apt. 250,New Darlene,MP,,Rand Choice 1,constant_value,label num lo 4,q_const_0,q_const_0,2.884039119125765,G6,,45067.549323716274,constant_value,-0.18642170141869369,West,,label num hi 3,,1.8961937668539977,,-0.2341475904005601,0.605625944855766,211.14928895338792,,-1.6875247493115222,,0.8864556228470755,Q4,-1.287894198500732,4.663571335859559,-0.9875899151461118,-1.287894198500732,1.8961937668539977,1
binary_2,Dylan,,,+1-708-374-6315x5610,lisafarmer@example.com,717 Booth Flat Apt. 132,Zunigaton,SD,,Rand Choice 1,constant_value,,q_const_0,q_const_0,1.1925258894205253,,-2.237452842118402,43671.00661662828,constant_value,0.6711027037726327,West,,label num hi 12,3.39336293127994,-0.41349414144382024,,-4.875084061406942,0.19394750030422525,353.49414726433,Low,0.8194039696202223,0.054945871331356595,0.07286374119824796,Q2,-2.044462049230024,-0.05917940201608729,0.13256738634412393,-2.044462049230024,-0.41349414144382024,1
binary_1,Maria,,1942-08-27,,pgreen@example.org,37711 Lucas Stream Suite 043,East Nathaniel,WA,07615,,constant_value,label num lo 3,q_const_0,q_const_0,-0.7181692961501116,G3,-4.362611995079088,53062.331283983396,constant_value,0.5401045956794066,North,-1.0427068164911433,,0.697230243779976,-1.3398820467032777,Thursday,1.6734337708828313,0.4121985559963021,369.363354904029,Low,-0.7717671611521614,0.4096323341373897,0.38451199543802844,Q1,-0.8852896287436569,-2.385582206089156,-0.3047859575366537,-0.8852896287436569,-1.3398820467032777,0
binary_2,Marvin,,1931-10-05,630.723.8832x3687,kristaconley@example.com,13764 John Street,West Maxwell,VI,,,constant_value,label num lo 4,q_const_0,q_const_0,1.7307229576859902,G5,-1.2889746082753364,46080.15521809596,constant_value,0.7583061930546693,South,-1.7847088866142118,,-1.5339467693288649,0.9747731471654596,,7.317444631666554,0.47863325732038103,335.03030789301897,High,-2.53555040983826,-0.3844798204846864,0.7786565752164939,Q3,1.0241831340573713,2.0071546527859363,-1.2457007271280602,1.0241831340573713,0.9747731471654596,1
binary_1,Mary,,2022-12-27,225-840-1576x06792,smithnatalie@example.com,0719 Cynthia Fort Apt. 942,South Vincent,WA,03356,,constant_value,label num lo 2,q_const_0,q_const_0,0.2530766788020322,G3,-0.43842040411465966,33297.91530336723,constant_value,-0.9493700430558937,South,,,6.848893188626546,-0.5603828863589755,Monday,-1.4785081018754118,0.3289045477515885,342.52538394697075,,0.9038207219244788,,0.09160519829166891,Q2,2.772118783740503,-1.796914443713002,0.4554667615767885,2.772118783740503,-0.5603828863589755,0
binary_2,,,1975-05-17,,lopezpatricia@example.com,0286 Joel Ridges,Stephenmouth,ME,53676,,constant_value,,q_const_0,q_const_0,3.1033757187614746,G6,,65404.761447817495,constant_value,-1.1999988327665276,East,,label num hi 3,,2.9689279268649393,Sunday,5.277225616610245,0.6827129602459571,533.3210219029781,High,0.7909447451625106,,0.9658584659595504,Q4,2.894620275821785,5.725060088355324,0.7371852209678452,2.894620275821785,2.9689279268649393,1
binary_2,,,,438-228-3009,reynoldscourtney@example.net,59524 Taylor Alley Apt. 962,North Kristybury,MO,49427,,constant_value,label num lo 1,q_const_0,q_const_0,1.1458263571287466,G1,-5.5765134292410705,,constant_value,,West,,,,-2.6249741737657706,Friday,-2.9615388219947096,0.3721291078869147,475.53690770951965,Low,2.871840587046561,-0.2554687916533331,0.6258210706031779,Q1,-1.5337204517022132,-4.94606867736609,-0.2312134153156165,-1.5337204517022132,-2.6249741737657706,0
binary_2,Thomas,,,,mark26@example.org,105 Tonya Forest,Christopherfurt,CA,52567,Rand Choice 1,constant_value,label num lo 3,q_const_0,q_const_0,-0.03812916725310922,G4,-1.0678944257726775,,constant_value,-0.5003059739978539,East,,,1.541116105330173,-0.06760796056650875,,-0.7039521672006511,0.3659472223248471,419.0862044661216,High,-0.02913977994027976,,0.6009733799815886,Q3,0.02098191690910778,0.0712690747527347,0.32183362432212753,0.02098191690910778,-0.06760796056650875,1
binary_1,Jamie,,,560-397-7747x1434,richardsoncarrie@example.net,97174 Keith Crossroad Apt. 527,Mccarthymouth,IA,40961,,constant_value,,q_const_0,q_const_0,2.6184585760468106,G2,-3.1810215605923493,49297.87617597255,constant_value,,,,,6.037236405875925,-1.2217076521647443,Tuesday,-2.4680563987936917,0.3191816217212451,313.9832085098372,Low,1.8215707688273477,,0.2869262549994009,Q1,1.8443231378056928,-2.939031799307607,-0.6035187142305719,1.8443231378056928,-1.2217076521647443,0
,Sierra,Warren,2019-05-22,,gscott@example.com,7349 Patel Skyway,West Allisonmouth,AZ,02506,,constant_value,,q_const_0,q_const_0,-0.3240790282472008,G5,4.450340449750817,52624.56272865806,constant_value,-1.1176427821767823,South,,label num hi 3,-0.013357480859939486,0.961774366183153,,3.254416402815121,0.6160265647658263,287.79632999789425,High,-0.5358219980844315,,0.45918914638396857,Q3,1.0483525417087796,1.9721758144260035,-0.5773231105077602,1.0483525417087796,0.961774366183153,1
binary_1,Sara,Butler,2023-02-01,,cainbernard@example.com,1997 Joel Crest,Bondborough,MH,,Rand Choice 2,constant_value,label num lo 2,q_const_0,q_const_0,1.7632660395032622,G3,-0.8273217381924033,,constant_value,1.0689481210461358,South,0.4480631233142746,label num hi 7,4.311693979103303,-0.8989091039422038,Sunday,-3.0491638392731106,0.2123919198622013,389.18881098488333,Low,-0.8431607818875168,0.20786886085107395,0.31871568499463904,Q1,2.4004610305674445,-2.4120682514447593,0.4768265316480063,2.4004610305674445,-0.8989091039422038,0
binary_2,Jeffrey,,2012-09-18,,jasminesharp@example.net,7946 Hawkins Shoals,Port Karen,PR,07103,Rand Choice 2,constant_value,,q_const_0,q_const_0,3.3736614171789494,,,53707.65568885492,constant_value,-0.533378092241801,,,label num hi 11,,-0.9198365268034259,Thursday,0.40956386699047453,0.4843534406033815,357.9232823417347,Low,,,0.43736361913514527,Q2,-0.9062701513138482,-1.479837561849778,0.19008626872689455,-0.9062701513138482,-0.9198365268034259,0
binary_1,Kelly,,,(925)993-9787x308,chavezvanessa@example.net,,,,,Rand Choice 1,constant_value,label num lo 2,q_const_0,q_const_0,-1.4689917479096901,G3,0.08458587222408931,45739.13789969602,constant_value,0.7355171159538918,North,,label num hi 10,4.353665821633156,-0.812080630970504,Friday,-0.26133037979891094,0.7496335197622217,255.15341737605226,Low,-0.06295348910196846,,0.22694807858779753,Q2,0.6856439278887565,-1.719440301667864,-0.0630280780887969,0.6856439278887565,-0.812080630970504,0
binary_1,Jennifer,,1941-04-18,(752)774-3918,julie21@example.com,68444 Blackburn Manor,South Stephenstad,VT,47950,Rand Choice 2,constant_value,,q_const_0,q_const_0,-0.5974118663895167,G4,-1.648748270317574,42048.15371360503,constant_value,,South,-1.468059407909433,,4.85438000055344,0.08777843129015706,Thursday,2.0416625186563553,0.5506466653090588,486.76916284716896,High,0.7801400543846911,-0.5760138411786596,0.8301137778272131,Q3,-0.042585889530903476,0.42281822091030685,-0.8257023701121532,-0.042585889530903476,0.08777843129015706,1
binary_1,Frances,Kane,,,gouldjoanne@example.net,122 Davis Tunnel Suite 754,New Jennifer,OR,52961,Rand Choice 2,constant_value,,q_const_0,q_const_0,3.4652010352634797,G6,9.176844334739435,50678.74817543029,constant_value,0.6755271995289973,North,,label num hi 7,3.9202659057382627,2.995192146813761,Friday,5.563550649399048,0.8969217184203174,308.9246058633717,High,0.11863083311034911,,0.9514053053354025,Q4,-1.5108282778358584,7.08299431672875,0.019859581033308975,-1.5108282778358584,2.995192146813761,1
binary_1,Angela,Brooks,1982-07-15,,holtantonio@example.net,412 Jones Crossroad,Elizabethmouth,PR,36409,Rand Choice 1,constant_value,,q_const_0,q_const_0,0.831254836335412,G4,-3.450450396428112,,constant_value,0.1855826837703559,South,,label num hi 7,-2.037002617804873,-0.2932547227154315,,-4.96157526575697,0.7116096606461495,332.0156926001258,Low,-2.3058942207718176,0.5010982443458752,0.49811528300349855,Q2,-0.899755982803224,-0.1399105362057818,0.8921607592916735,-0.899755982803224,-0.2932547227154315,0
binary_1,Kimberly,,,001-863-835-6897x8609,xduran@example.com,14949 Nicholas Estate,Martinhaven,MA,,Rand Choice 1,constant_value,label num lo 3,q_const_0,q_const_0,0.7995014795195483,,-0.0679511913030475,43650.323938189445,constant_value,0.1300832696751903,North,,label num hi 10,4.5095451414651135,-2.760416315820616,,-1.019283229577193,0.11155412750584354,237.29029599178622,Low,-0.3900631885241301,-1.4555120533188408,0.06139942113118819,Q1,-1.561028039293678,-5.22805519092952,0.4165524708361424,-1.561028039293678,-2.760416315820616,0
binary_1,Latoya,Gilbert,2024-09-13,(795)222-1043,evansalicia@example.com,39191 Lee Lakes Apt. 908,North Teresahaven,LA,,Rand Choice 1,constant_value,,q_const_0,q_const_0,1.8501042298810986,G5,2.5879251570962616,37793.259070422166,constant_value,-1.072533115613776,North,,label num hi 1,,0.656203460639147,Sunday,0.36991865602867485,0.9232968717739685,346.06701701843167,High,4.29914584464385,,0.9156422450815047,Q3,0.8097918273664589,1.388270723536752,0.6118367624140912,0.8097918273664589,0.656203460639147,1
binary_2,Blake,Moon,1975-03-21,,karinalevine@example.net,224 Perkins Manors Apt. 068,Marytown,MA,35595,Rand Choice 1,constant_value,label num lo 1,q_const_0,q_const_0,3.612533984710444,,2.420549540370003,,constant_value,0.11300744342434905,North,1.2662058777368779,label num hi 2,0.91470665859852,-1.2469570718594878,,-2.5913064232996526,0.45990386570063657,313.8098672272036,Low,0.11198229146052494,,0.29986808828662853,Q1,1.9191488524234055,-3.0152134439179354,1.4513487686920081,1.9191488524234055,-1.2469570718594878,0
binary_2,Paul,Cunningham,,,tpace@example.com,541 Burton Lake,South Kyle,GA,22442,Rand Choice 1,constant_value,,q_const_0,q_const_0,2.4235132670839716,G3,1.4838660163846629,59406.98301679027,constant_value,-0.0961387332625473,South,-0.26682806438225204,label num hi 9,,-0.7309448849904976,Monday,1.3780371145735621,0.4996661298553953,453.08052119309724,Low,0.27146697201335485,-0.8955889303304999,0.7303713266576799,Q2,0.13029209697270694,-1.3815935095268763,-1.2841712468427053,0.13029209697270694,-0.7309448849904976,0
binary_1,Nicole,Stafford,1919-11-07,551-407-7519x276,nathanmorales@example.org,41853 Anthony Cape,West Juan,OK,,,constant_value,,q_const_0,q_const_0,-0.342831823039381,G5,-0.36729152325426906,62324.14801071848,constant_value,-0.41735710841239987,South,0.9132039690988628,,4.156514344531298,0.5587087380473019,Friday,5.604682640609764,0.8971195238718626,135.09589354882974,,,-0.9196926015202642,0.19025860804815087,Q3,0.14496917450032587,1.3759183149321608,0.45177036597511055,0.14496917450032587,0.5587087380473019,1
binary_1,Melissa,,2017-05-02,,ttrevino@example.com,71732 Zachary Stream Apt. 984,Bowenland,SC,23754,Rand Choice 1,constant_value,,q_const_0,q_const_0,3.4876371217031714,G4,,43355.50173632403,constant_value,0.034389028686609695,,1.4975872436118671,label num hi 6,2.7150742635429936,0.11493125818958094,Tuesday,2.2773786607872517,0.5656807113830741,377.6132211266908,High,-0.3370923374561106,,0.5095492589565924,Q3,-0.42624557298219345,0.5943279948739858,1.4611826843622906,-0.42624557298219345,0.11493125818958094,1
binary_2,Jeffrey,Callahan,1947-07-12,(903)393-5319x642,emilypineda@example.net,19485 Cervantes Hollow Suite 261,South Steventown,GU,25834,Rand Choice 2,constant_value,,q_const_0,q_const_0,-7.090118583535606,G3,,47482.15279689527,constant_value,0.4503325624216377,North,,label num hi 9,0.6634099827299949,-0.4450183091822124,Monday,-2.508528803559315,0.4783612954641678,335.66766454428455,,0.0978993267356683,0.8509372919337893,0.707831615804276,Q2,2.329717580598092,-1.4191389312861908,1.47986982014483,2.329717580598092,-0.4450183091822124,0
binary_2,Terry,,2005-10-01,428.617.0808,burnsnicole@example.net,76789 Melissa Road,Michaelside,WA,43096,Rand Choice 2,constant_value,label num lo 3,q_const_0,q_const_0,2.2165013916420815,G6,4.970432813029735,42968.60865469371,constant_value,,South,,label num hi 7,2.130807942667827,1.512194632326083,Wednesday,3.0866052974783917,0.4519886741612561,239.4406868669192,High,2.0356249398755444,,0.9090954820886246,Q4,-2.1948657473081274,4.109205757904186,1.434973576426488,-2.1948657473081274,1.512194632326083,1
binary_1,,,1991-11-01,922-635-5095x756,nlong@example.com,7708 Nancy Field Apt. 902,,PW,,,constant_value,label num lo 2,q_const_0,q_const_0,3.309976132101522,G6,1.1608088938383068,51290.054550195455,constant_value,0.06425620458961899,South,,label num hi 11,0.12838044690032557,2.123718114410471,Friday,1.1457013720272229,0.9780573542722673,,High,,,0.835393942327366,Q4,-1.6827267296424382,5.267486574858544,-1.5438007592469398,-1.6827267296424382,2.123718114410471,1
binary_1,Brooke,,1936-11-08,+1-342-685-0859,ethanzimmerman@example.com,758 Dunn Mission Apt. 634,Dixonville,AR,71644,Rand Choice 1,constant_value,label num lo 1,q_const_0,q_const_0,3.810301900017424,G3,-2.1229096098736155,41977.13768739038,constant_value,-0.6946163533388683,East,-0.3468711455556849,,2.183746035619051,-1.0880569766875943,Wednesday,-3.5800490992722653,0.2722991955674713,293.528718067144,,-0.5618035016257757,,0.015972784005679034,,-0.1443286617608046,-2.0652215127177107,-0.6753801232249433,-0.1443286617608046,-1.0880569766875943,0
binary_1,Cathy,,,(481)907-3526x311,nmclaughlin@example.org,4231 Freeman Heights Apt. 223,Hillstad,NY,36557,Rand Choice 1,constant_value,,q_const_0,q_const_0,1.3278358598944529,G5,0.6151503196647676,53702.71343228051,constant_value,0.2579412847504341,North,0.15695257501920132,label num hi 10,3.791903463216545,0.5716866557157456,Friday,-3.521018844976957,0.952199984710657,258.0672964720677,,0.5991333586596255,,0.3436400001992257,,0.906801029755135,1.1786108264025483,-0.12126069381089791,0.906801029755135,0.5716866557157456,1
binary_2,Kevin,Ellis,1988-10-31,,katie50@example.net,7750 Payne Squares Apt. 727,Rebeccabury,WV,78121,,constant_value,label num lo 2,q_const_0,q_const_0,2.3129164163140303,G5,-0.33821885769889193,48069.68982997115,constant_value,-1.021874549602359,South,0.4837137325553904,,7.272930363220709,0.5445669500931893,Saturday,1.945885542844807,0.8107363728042909,82.89373259643781,High,0.5420949874146928,,0.9612268693618213,Q3,0.7668533812999103,1.161883476541389,1.0386154186518686,0.7668533812999103,0.5445669500931893,1
binary_2,Eric,,1910-09-17,929.211.5038x9969,xroberts@example.net,50801 Jones Parkway,Nicholsfort,MS,69097,,constant_value,,q_const_0,q_const_0,2.5429190400938753,G3,-2.102508795948485,,constant_value,-0.7224806621536991,East,,label num hi 2,5.157709907170691,-1.041849105036455,Monday,-3.1179955629201483,0.2320345123836584,275.57828393521055,,0.28958540387664233,,0.5710114256833927,Q1,1.0576760656314912,-2.321424547727068,-0.8403770327545764,1.0576760656314912,-1.041849105036455,0
binary_1,Heather,Suarez,1910-01-11,(556)610-0779,barbara06@example.com,671 Angela Squares Suite 201,West William,NH,,Rand Choice 1,constant_value,,q_const_0,q_const_0,-11.547343881288107,G2,-2.891974202231168,,constant_value,-0.7303822563129209,North,,,,-1.460128564790036,,-3.9818682659869813,0.1905909347753476,170.81696996332383,Low,0.33136311452385375,,0.18864527030228156,Q1,-1.1339476976604566,-2.5696236909455057,1.3781219800711035,-1.1339476976604566,-1.460128564790036,0
binary_2,Drew,,,766.683.9266,sdavis@example.com,992 Randall Rapid Apt. 022,North Cassandrastad,PW,85316,Rand Choice 2,constant_value,label num lo 2,q_const_0,q_const_0,3.0510523827231073,G4,1.320733771294951,55422.4155911915,constant_value,0.6917262300665215,North,,,4.811865314667482,-0.5389624776428736,Tuesday,-0.013873533557047513,0.20742272833241643,490.81956100396525,Low,,0.3994903686964812,0.6226779122727131,Q2,-0.8093376111763627,-0.6928203514668746,0.7061670549117707,-0.8093376111763627,-0.5389624776428736,0
binary_1,,,,,rodriguezmary@example.com,1908 Tanya Highway Apt. 991,Lake Cameron,NM,,Rand Choice 1,constant_value,,q_const_0,q_const_0,4.144038643482289,G2,-5.1022689368202,46552.211912402854,constant_value,-1.424240113506732,East,1.0812521879953036,,2.7496941639931065,-1.2472171113368977,Tuesday,0.33259768500524833,0.6871325828940487,432.20328663487527,Low,-0.4764690567052443,,0.10144517323483637,Q1,1.8932669458344986,-3.008122941610132,1.160249014374069,1.8932669458344986,-1.2472171113368977,0
binary_1,Julie,Reyes,,743-785-0740x70303,cbarron@example.org,76393 Courtney Lakes,Shepherdhaven,CO,97556,,constant_value,label num lo 2,q_const_0,q_const_0,0.6093754087791061,,1.3205611560745756,46254.0161949871,constant_value,-1.6819143246835342,West,0.21793847823736726,,,-0.5200528759294801,Friday,0.057382730844761365,0.0732810947206684,232.73049456676395,Low,-1.69172723878142,-1.3842050695635688,0.6324807816015169,Q2,0.5697455537949618,-1.0598055849269172,0.11244107096358082,0.5697455537949618,-0.5200528759294801,0
